entityType,firstAppearanceInMarioMaker,firstAppearanceInMarioMaker_version,isInSuperMarioMaker1,isInSuperMarioMakerFor3DS,isInSuperMarioMaker2,isInSMBGameStyle,isInSMB3GameStyle,isInSMWGameStyle,isInNSMBUGameStyle,isInSM3DWGameStyle,isInGroundTheme,isInUndergroundTheme,isInUnderwaterTheme,isInDesertTheme,isInSnowTheme,isInSkyTheme,isInForestTheme,isInGhostHouseTheme,isInAirshipTheme,isInCastleTheme,isInDayTime,isInNightTime,categoryInTheEditor,hasAMushroomVariant,canBeInAParachute,canBeInAParachute_comment,canHaveWings,canHaveWings_comment,canContainOrSpawnAKey,isAffectedDirectlyByAnOnOrOffState,isAffectedDirectlyByAnOnOrOffState_comment,canBePutOnATrack,editorLimit_canBePutOnATrack,whilePlaying_canBePutOnATrack,canSpawnOutOfAPipe,canBePutInASwingingClaw,canBeThrownByALakitu,canBePutInALakituCloud,canBePutInAClownCar,canBeFiredOutOfABulletLauncher,canComeOutOfABlock,canBePutInATree,weight,lightSourceEmitted,lightSourceEmitted_isInSMB,canSurviveInTheLavaOrThePoison,canIgniteABobOmb,canBeBrokenOrKilledByABobOmb,canBeAffectedByATwister,canGoThroughWalls,canGoThroughWalls_SM3DW,canBeStacked,isGlobalGroundOrGlobal,isGlobalGroundOrGlobal_SM3DW,instrument,canMakeASoundOutOfAMusicBlock,canMakeASoundOutOfAMusicBlock_comment,canBeThrownByBowserInClownCar,canBeThrownByBowserJr,canBeThrownByBowserJrInClownCar,canBeTransformedByMagikoopa,canBeSpawnedByMagikoopa,canBeSpawnedByWingedMagikoopa,limitAmount,editorLimit_SMM1And3DS,editorLimit_SMM2,editorLimit_SMM2_isUnknown,whilePlaying_isInGEL,whilePlaying_isInGEL_comment,whilePlaying_isInGEL_isSuperGlobal,whilePlaying_isInGEL_isSuperGlobal_comment,whilePlaying_isInPL,whilePlaying_isInPJL,whilePlaying_isInPJL_comment,whilePlaying_isInObjectRenderedLimit,whilePlaying_isInObjectRenderedLimit_comment,whilePlaying_isInCollectedCoinLimit,whilePlaying_otherLimit,whilePlaying_otherLimit_comment,whilePlaying_otherLimit_isUnknown,canRespawn,canRespawn_online,canRespawn_online_inABlock,behaviour_solo,behaviour_localCoop,behaviour_onlineCoop,behaviour_onlineVS,offscreenSpawningAndDespawningReferencePoint,offscreenSpawningHorizontalRange,offscreenDespawningHorizontalRange,offscreenSpawningUpwardVerticalRange,offscreenDespawningUpwardVerticalRange,offscreenSpawningDownwardVerticalRange,offscreenDespawningDownwardVerticalRange,dimension,dimension_maximum,dimension_differentSM3DW,dimension_maximum_differentSM3DW,inDayTime,inNightTime,inGroundTheme,inUndergroundTheme,inUnderwaterTheme,inDesertTheme,inSnowTheme,inSkyTheme,inForestTheme,inGhostHouseTheme,inAirshipTheme,inCastleTheme,inSMBGameStyle,inSMB3GameStyle,inSMWGameStyle,inNSMBUGameStyle,inSM3DWGameStyle,hasANameReferencedInMarioMaker,english,americanEnglish,europeanEnglish,french,canadianFrench,europeanFrench,german,spanish,americanSpanish,europeanSpanish,italian,dutch,portuguese,americanPortuguese,europeanPortuguese,russian,japanese,chinese,traditionalChinese,simplifiedChinese,korean
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Terrain,FALSE,FALSE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,Block Limit,Block Limit,FALSE,FALSE,,FALSE,,FALSE,FALSE,,TRUE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,1x1,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,Rock Block,TRUE,Hard Block,,,Bloc solide,,,Harter Block,Bloque duro,,,Blocco duro,Hard blok,???,,,Прочный блок,硬いブロック,,堅硬磚塊,坚硬砖块,딱딱블록
Entity,2,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Terrain,FALSE,FALSE,,TRUE,,TRUE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,N/A,Block Limit,FALSE,FALSE,,FALSE,,FALSE,FALSE,,TRUE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,1x1,,,,this,,this,this,this,this,this,this,this,this,this,this,Hard Block,Hard Block,Hard Block,Hard Block,this,FALSE,Rock Block,,,Bloc roche,,,Fels-Block,???,,,Blocco roccia,???,???,,,???,ロックブロック,???,,,???
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Terrain,FALSE,FALSE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,Block Limit,Block Limit,FALSE,FALSE,,FALSE,,FALSE,FALSE,,TRUE,Only if not hit?,FALSE,,,FALSE,With Vine,FALSE,FALSE,RV,RV,RV,RV,,,,,,,,1x1,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,? Block,,,Bloc ?,,,?-Block,Bloque ?,,,Blocco ?,?-blok,Bloco ?,,,Блок «?»,ハテナブロック,,? 磚塊,? 砖块,?블록
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Terrain,FALSE,FALSE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Dim light,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Block Limit,Block Limit,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,With Vine,FALSE,FALSE,RV / RB,RV / RB,RV / RB,RV / RB,,,,,,,,1x1,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,Hidden Block,,,Bloc secret,,,Versteckter Block,,Bloque secreto,Bloque oculto,Blocco nascosto,Verborgen blok,???,,,Скрытый блок,とうめいブロック,,透明磚塊,透明砖块,투명블록
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Terrain,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,TRUE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,1x1,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,FALSE,Empty Block,,,Bloc vide,,,Benutzer Block,???,,,Blocco resistente,???,???,,,???,カラブロック,???,,,???
Entity,2,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Gizmo,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,! Block Limit,FALSE,TRUE,,TRUE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,"Anything
(excluding path)",∞,,∞,,∞,,"2x2
track → 2x2 * 1","2x2
track → 2x2 * 10",,,this,,this,this,this,this,this,this,this,this,this,this,,,,,this,TRUE,! Block,,,Bloc !,,,!-Block,Bloque !,,,Blocco !,!-blok,Bloco !,,,Блок «!»,ビックリブロック,,! 磚塊,! 砖块,!블록
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Terrain,FALSE,FALSE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Block Limit,Block Limit,FALSE,FALSE,,FALSE,,FALSE,FALSE,,TRUE,Only if not hit,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,1x1,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,TRUE,Note Block,,,Bloc note,,,Notenblock,Bloque nota,,,Blocco nota,Muzieknootblok,Bloco de notas,,,Блок «до-ре-ми»,音符ブロック,,音符磚塊,音符砖块,음표블록
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Terrain,FALSE,FALSE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Block Limit,Block Limit,FALSE,FALSE,,FALSE,,FALSE,FALSE,,TRUE,Only if not hit,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,1x1,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,TRUE,Music Block,,,Bloc musical,,,Musikblock,Bloque musical,,,Blocco musicale,Muziekblok,???,,,Музыкальный блок,楽器ブロック,,樂器磚塊,乐器砖块,악기블록
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Terrain,FALSE,FALSE,,TRUE,,FALSE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Block Limit,Block Limit,FALSE,FALSE,,FALSE,,FALSE,FALSE,,TRUE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,1x1,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,Donut Block,,,,Bloc beigne,Bloc beignet,Donutblock,Bloque rosquilla,,,Blocco ciambella,Donutblok,Bloco de donut,,,Блок-бублик,ちくわブロック,,竹輪磚塊,竹轮砖块,도넛블록
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Terrain,FALSE,FALSE,,TRUE,,FALSE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Block Limit,Block Limit,FALSE,FALSE,,FALSE,,FALSE,FALSE,,TRUE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,1x1,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,Cloud Block,,,Bloc nuage,,,Wolkenblock,Bloque nube,,,Blocco nuvola,Wolkenblok,???,,,Блок-облако,雲ブロック,,雲朵磚塊,云朵砖块,구름블록
Entity,2,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Gizmo,FALSE,FALSE,,FALSE,,FALSE,TRUE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Full light,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,General Entity Limit (Editor),FALSE,FALSE,,FALSE,,FALSE,FALSE,,TRUE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,Anything,∞,,∞,,∞,,1x1,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,ON/OFF Switch,,,Interrupteur ON/OFF,,,EIN/AUS-Schalter,Interruptor ON/OFF,,,Interruttore ON/OFF,Aan-uitschakelaar,Interruptor ON/OFF,,,Переключатель ВКЛ./ВЫКЛ.,ON/OFFスイッチ,,ON/OFF開關,ON/OFF开关,ON/OFF스위치
Entity,2,SM3DW v3.0.0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Gizmo,FALSE,FALSE,,FALSE,,FALSE,TRUE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,Block Limit,FALSE,FALSE,,FALSE,,FALSE,FALSE,,TRUE,Only when not dotted,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,1x1,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,Dotted-Line Block,,,Bloc en pointillés,,,Umriss-Block,Bloque de puntos,,,Blocco tratteggiato,Stippellijnblok,Bloco pontilhado,,,Пунктирный блок,点線ブロック,,虛線磚塊,虚线砖块,점선블록
Entity,2,v2.0.0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Gizmo,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,Block Limit,FALSE,FALSE,,FALSE,,FALSE,FALSE,,TRUE,Only when not dotted,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,1x1,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,P Block,,,Bloc P,,,P-Block,Bloque P,,,Blocco P,P-blok,Bloco P,,,Блок «P»,Pブロック,,P磚塊,P砖块,P블록
Entity,2,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Gizmo,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,Block Limit,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,1x1,,,,this,,this,this,this,this,this,this,this,this,this,this,,,,,this,TRUE,Blinking Block,,,Bloc intermittent,,,Blink-Block,Bloque alternante,,,Blocco intermittente,Knipperblok,Bloco intermitente,,,Мерцающий блок,てんめつブロック,,閃爍磚塊,闪烁砖块,깜빡블록
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Terrain,FALSE,FALSE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,Block Limit,Block Limit,FALSE,FALSE,,FALSE,,FALSE,FALSE,,TRUE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,1x1,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,Ice Block,,,Bloc de glace,,,Eis-Block,Bloque de hielo,,,Blocco di ghiaccio,IJsblok,???,,,Ледяной блок,氷ブロック,,冰凍磚塊,冰冻砖块,얼음블록
Entity,2,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Gizmo,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Dim light,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Synthetic bell,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,Icicle Limit,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,1x2,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,Icicle,,,Stalactite,,,Eiszapfen,,Témpano,Carámbano,Stalattite,IJspegel,Pingente de gelo,,,Сосулька,ツララ,,冰錐,冰锥,고드름
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Item,FALSE,TRUE,While playing → LCL,TRUE,While playing → LCL,FALSE,FALSE,,TRUE,General Entity Limit (Editor),Loose Coin Limit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,Full light when falling,FALSE,TRUE,FALSE,TRUE,When falling,FALSE,FALSE,FALSE,FALSE,FALSE,Sleigh bell,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,winged,1,Block Limit,Block Limit,FALSE,FALSE,,FALSE,,FALSE,FALSE,,TRUE,,TRUE,Loose Coin Limit,Only falling coin,FALSE,FALSE,FALSE,FALSE,AC,AC,AC,NC,,,,,,,,1x1,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,Coin,,,Pièce,,,Münze,Moneda,,,Moneta,Munt,Moeda,,,Монета,コイン,,金幣,金币,코인
Entity,2,v2.0.0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Item,FALSE,FALSE,,TRUE,,FALSE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,Melt to Coin,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,N/A,Block Limit,FALSE,FALSE,,FALSE,,FALSE,FALSE,,TRUE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,AC,AC,AC,NC,,,,,,,,1x1,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,TRUE,Frozen Coin,,,Pièce gelée,,,Gefrorene Münze,Moneda congelada,,,Moneta congelata,Bevroren munt,???,,,Монета во льду,こおったコイン,,冰凍金幣,冰冻金币,냉동코인
Entity,2,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Item,FALSE,TRUE,,TRUE,,FALSE,FALSE,,TRUE,Big Coin Limit,Loose Coin Limit,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,Dim light / Full light when falling or collected,FALSE,TRUE,FALSE,TRUE,When falling,FALSE,FALSE,FALSE,FALSE,FALSE,Wind chimes,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,Big Coin Limit,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,TRUE,,,FALSE,FALSE,FALSE,FALSE,AC,AC,AC,NC,,,,,,,,2x2,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,10-Coin,,,Pièce de 10,,,10er-Münze,Moneda 10,,,Moneta da 10,10-munt,???,,,Монета «10»,10コイン,,10金幣,10金币,10코인
Entity,2,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Item,FALSE,TRUE,,TRUE,,FALSE,FALSE,,TRUE,Big Coin Limit,Loose Coin Limit,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,Dim light / Full light when falling or collected,FALSE,TRUE,FALSE,TRUE,When falling,FALSE,FALSE,FALSE,FALSE,FALSE,Wind chimes,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,Big Coin Limit,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,TRUE,,,FALSE,FALSE,FALSE,FALSE,AC,AC,AC,NC,,,,,,,,2x2,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,30-Coin,,,Pièce de 30,,,30er-Münze,Moneda 30,,,Moneta da 30,30-munt,???,,,Монета «30»,30コイン,,30金幣,30金币,30코인
Entity,2,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Item,FALSE,TRUE,,TRUE,,FALSE,FALSE,,TRUE,Big Coin Limit,Loose Coin Limit,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,Dim light / Full light when falling or collected,FALSE,TRUE,FALSE,TRUE,When falling,FALSE,FALSE,FALSE,FALSE,FALSE,Wind chimes,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,Big Coin Limit,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,TRUE,,,FALSE,FALSE,FALSE,FALSE,AC,AC,AC,NC,,,,,,,,2x2,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,50-Coin,,,Pièce de 50,,,50er-Münze,Moneda 50,,,Moneta da 50,50-munt,???,,,Монета «50»,50コイン,,50金幣,50金币,50코인
Entity,1,v1.40,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Item,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Full light when collected,TRUE,TRUE,FALSE,Standing on top of block that get destroyed,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Pink Coin Limit,Pink Coin Limit,FALSE,TRUE,Only when collected (30 frames),FALSE,,FALSE,FALSE,,TRUE,,TRUE,,,FALSE,FALSE,FALSE,FALSE,AC,AC,AC,NC / O1S,,,,,,,,1x1,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,Pink Coin,,,Pièce rose,,,Rosa Münze,Moneda rosa,,,Moneta rosa,Roze munt,Moeda rosa,,,Розовая монета,ピンクコイン,,粉紅金幣,粉红金币,핑크코인
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Item,FALSE,TRUE,,TRUE,,FALSE,FALSE,,TRUE,Power-up Limit (Editor),Power-up Limit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,Dim light,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Square wave,TRUE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,Power-up Limit (Editor),Power-up Limit (Editor),FALSE,FALSE,,FALSE,,TRUE,FALSE,,FALSE,,FALSE,,,FALSE,If not collected,TRUE,TRUE,S1P,S1-4P / EPB,S1-4P,S1-4P,Edge,3,66,2,34,2,34,1x1,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,Super Mushroom,,,Super champignon,,,Superpilz,Superchampiñón,,,Super fungo,Superpaddenstoel,Supercogumelo,,,Супергриб,スーパーキノコ,,超級蘑菇,超级蘑菇,슈퍼버섯
